Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL
http://arxiv.org/abs/1303.0042v1,"Twelve Years of Education and Public Outreach with the Fermi Gamma-ray Space Telescope","Lynn Cominsky; Kevin McLin; Aurore Simonnet; the Fermi Education; Public Outreach Team",2013,2013-02-28T23:24:41Z,"arXiv",0,ArXiv,"During the past twelve years, NASA's Fermi Gamma-ray Space Telescope has supported a wide range of Education and Public Outreach (E/PO) activities, targeting K-14 students and the general public. The purpose of the Fermi E/PO program is to increase student and public understanding of the science of the high-energy Universe, through inspiring, engaging and educational activities linked to the mission's science objectives. The E/PO program has additional more general goals, including increasing the diversity of students in the Science, Technology, Engineering and Mathematics (STEM) pipeline, and increasing public awareness and understanding of Fermi science and technology. Fermi's multi-faceted E/PO program includes elements in each major outcome category: Higher Education; Elementary and Secondary Education; Informal Education and Public Outreach.",http://arxiv.org/abs/1303.0042v1
http://arxiv.org/abs/physics/0608058v2,"Cinema, Fermi Problems, &amp; General Education","C. J. Efthimiou; R. Llewellyn",2006,2006-08-05T06:19:58Z,"arXiv",0,ArXiv,"During the past several years the authors have developed a new approach to the teaching of Physical Science, a general education course typically found in the curricula of nearly every college and university. This approach, called `Physics in Films', uses scenes from popular movies to illustrate physical principles and has excited student interest and improved student performance. The analyses of many of the scenes in `Physics in Films' are a direct application of Fermi calculations -- estimates and approximations designed to make solutions of complex and seemingly intractable problems understandable to the student non-specialist. The intent of this paper is to provide instructors with examples they can use to develop skill in recognizing Fermi problems and making Fermi calculations in their own courses.",http://arxiv.org/abs/physics/0608058v2
http://arxiv.org/abs/2309.14918v1,"Ethical Challenges in Gamified Education Research and Development: An Umbrella Review and Potential Directions","Ana Carolina Tomé Klock; Brenda Salenave Santana; Juho Hamari",2023,2023-09-26T13:23:50Z,"arXiv",0,ArXiv,"Gamification is a technological, economic, cultural, and societal development toward promoting a more game-like reality. As this emergent phenomenon has been gradually consolidated into our daily lives, especially in educational settings, many scholars and practitioners face a major challenge ahead: how to understand and mitigate the unethical impacts of gamification when researching and developing such educational technologies? Thus, this study explores ethical challenges in gamified educational applications and proposes potential solutions to address them based on an umbrella review. After analysing secondary studies, this study details and proposes recommendations on addressing some ethical challenges in gamified education, such as power dynamics and paternalism, lack of voluntarity and confidentiality, cognitive manipulation, and social comparison. Research and development decision-making processes affected by such challenges are also elaborated, and potential actions to mitigate their effects in gamification planning, conducting and communication are further introduced. Thus, this chapter provides an understanding of ethical challenges posed by the literature in gamified education and a set of guidelines for future research and development.",http://arxiv.org/abs/2309.14918v1
http://arxiv.org/abs/2006.09846v1,"Creating Experience value to build student satisfaction in higher education","Muji Gunarto; Ratih Hurriyati",2020,2020-06-13T15:29:41Z,"arXiv",0,ArXiv,"Higher education products or services received by students are experiential values. The purpose of this study is how to create the values of student experience so that student satisfaction arises. Higher education should now focus on students by creating strong ties with students and alumni. This research was conducted with a survey confirmatory approach. The survey was conducted at 32 universities in South Sumatra Province, Indonesia with a total sample of 357 students. The sampling technique used was stratified random sampling and data analysis using structural equation modeling (SEM) analysis. The results showed that the values of experience in HE were formed through increased cocreation in HE, where students were directly involved in various campus activities. High co-creation shows that there is a stronger attachment of students to HE and a higher value of student experience. Co-creation does not directly affect student satisfaction, but it does indirectly affect experience value. If the value of experience is higher, student satisfaction will also be higher.",http://arxiv.org/abs/2006.09846v1
http://arxiv.org/abs/1906.01577v1,"Gamification of Enterprise Systems: A Synthesis of Mechanics, Dynamics, and Risks","M. Schmidt-Kraepelin; S. Lins; S. Thiebes; A. Sunyaev",2019,2019-06-04T16:45:36Z,"arXiv",0,ArXiv,"Organizations highly depend on enterprise systems (ES), which are unlikely to develop their full potential if end-users neglect system usage. Accordingly, organizations attempt to overcome barriers to end-user acceptance in the ES context, which can be attributed to several factors on ES, organizational, and end-user level. Trying to take advantage of the growing passion for games, Gamification is a phenomenon proposed to motivate people by applying elements common to games in other contexts that have the potential to increase end-user acceptance. While first applications of Gamification exist in areas such as finance, health, and education, utility of gamifying ES has not been explored in-depth. Aiming to understand how Gamification can be applied to ES to increase user motivation, we analyze literature concerning game elements (i.e., mechanics and dynamics) used in Gamification and related risks. Our study yields a synthesis of mechanics in clusters of system design, challenges, rewards, and user specifics as well as related dynamics. We discuss the extent to which the game elements can be used to address ES acceptance barriers. While our study reveals that Gamification has potential for motivating ES users, future research should analyze concrete implementations of Gamification in ES contexts to investigate long-term effects.",http://arxiv.org/abs/1906.01577v1
http://arxiv.org/abs/2209.02852v1,"Effects of Popular Science Writing Instruction on General Education Student Attitudes Towards Science: A Case Study in Astronomy","Briley L. Lewis; K. Supriya; Graham H. Read; Kaitlin L. Ingraham Dixie; Rachel Kennison; Anthony R. Friscia",2022,2022-09-06T23:27:32Z,"arXiv",0,ArXiv,"For many students, introductory college science courses are often the only opportunity in their formal higher education to be exposed to science, shaping their view of the subject, their scientific literacy, and their attitudes towards their own ability in STEM. While science writing instruction has been demonstrated to impact attitudes and outlooks of STEM majors in their coursework, this instructional strategy has yet to be explored for non-majors. In this work, we investigate student attitudes towards STEM before and after taking a writing-intensive introductory astronomy course. We find that students cite writing about science as beneficial to their learning, deepening their understanding of science topics and their perspective on science as a field and finding writing to be a ""bridge"" between STEM content and their focus on humanities in their majors. Students also report increased perceptions of their own ability and confidence in engaging with STEM across multiple metrics, leaving the course more prepared to be informed, engaged, and science literate citizens.",http://arxiv.org/abs/2209.02852v1
http://arxiv.org/abs/2102.05089v1,"The Diversity of Gamification Evaluation in the Software Engineering Education and Industry: Trends, Comparisons and Gaps","Rodrigo Henrique Barbosa Monteiro; Maurício Ronny de Almeida Souza; Sandro Ronaldo Bezerra Oliveira; Carlos dos Santos Portela; Cesar Elias de Cristo Lobato",2021,2021-02-09T19:39:07Z,"arXiv",0,ArXiv,"Gamification has been used to motivate and engage participants in software engineering education and practice activities. There is a significant demand for empirical studies for the understanding of the impacts and efficacy of gamification. However, the lack of standard procedures and models for the evaluation of gamification is a challenge for the design, comparison, and report of results related to the assessment of gamification approaches and its effects. The goal of this study is to identify models and strategies for the evaluation of gamification reported in the literature. To achieve this goal, we conducted a systematic mapping study to investigate strategies for the evaluation of gamification in the context of software engineering. We selected 100 primary studies on gamification in software engineering (from 2011 to 2020). We categorized the studies regarding the presence of evaluation procedures or models for the evaluation of gamification, the purpose of the evaluation, the criteria used, the type of data, instruments, and procedures for data analysis. Our results show that 64 studies report procedures for the evaluation of gamification. However, only three studies actually propose evaluation models for gamification. We observed that the evaluation of gamification focuses on two aspects: the evaluation of the gamification strategy itself, related to the user experience and perceptions; and the evaluation of the outcomes and effects of gamification on its users and context. The most recurring criteria for the evaluation are 'engagement', 'motivation', 'satisfaction', and 'performance'. Finally, the evaluation of gamification requires a mix of subjective and objective inputs, and qualitative and quantitative data analysis approaches. Depending of the focus of the evaluation (the strategy or the outcomes), there is a predominance of a type of data and analysis.",http://arxiv.org/abs/2102.05089v1
http://arxiv.org/abs/0708.2496v1,"Contributions from cognitive research to mathematics and science education","William J. Gerace",2007,2007-08-18T16:22:04Z,"arXiv",0,ArXiv,"An invited plenary given at the founding meeting of the Southern African Association for Research in Mathematics and Science Education in 1992.",http://arxiv.org/abs/0708.2496v1
http://arxiv.org/abs/1807.06510v5,"Modernizing use of regression models in physics education research: a review of hierarchical linear modeling","Ben Van Dusen; Jayson Nissen",2018,2018-07-17T15:50:43Z,"arXiv",0,ArXiv,"Physics education researchers (PER) often analyze student data with single-level regression models (e.g., linear and logistic regression). However, education datasets can have hierarchical structures, such as students nested within courses, that single-level models fail to account for. The improper use of single-level models to analyze hierarchical datasets can lead to biased findings. Hierarchical models (a.k.a., multi-level models) account for this hierarchical nested structure in the data. In this publication, we outline the theoretical differences between how single-level and multi-level models handle hierarchical datasets. We then present analysis of a dataset from 112 introductory physics courses using both multiple linear regression and hierarchical linear modeling to illustrate the potential impact of using an inappropriate analytical method on PER findings and implications. Research can leverage multi-institutional datasets to improve the field's understanding of how to support student success in physics. There is no post hoc fix, however, if researchers use inappropriate single-level models to analyze multi-level datasets. To continue developing reliable and generalizable knowledge, PER should use hierarchical models when analyzing hierarchical datasets. The supplemental materials include a sample dataset, R code to model the building and analysis presented in the paper, and an HTML output from the R code.",http://arxiv.org/abs/1807.06510v5
http://arxiv.org/abs/2206.12149v1,"Inquiry-Based Mathematics Education: a call for reform in tertiary education seems unjustified","Tanya Evans; Heiko Dietrich",2022,2022-06-24T08:28:51Z,"arXiv",0,ArXiv,"In the last decade, major efforts have been made to promote inquiry-based mathematics learning at the tertiary level. The Inquiry-Based Mathematics Education (IBME) movement has gained strong momentum among some mathematicians, attracting substantial funding, including from some US government agencies. This resulted in the successful mobilization of regional consortia in many states, uniting over 800 mathematics education practitioners working to reform undergraduate education. Inquiry-based learning is characterized by the fundamental premise that learners should be allowed to learn 'new to them' mathematics without being taught. This progressive idea is based on the assumption that it is best to advance learners to the level of experts by engaging learners in mathematical practices similar to those of practising mathematicians: creating new definitions, conjectures and proofs - that way learners are thought to develop 'deep mathematical understanding'. However, concerted efforts to radically reform mathematics education must be systematically scrutinized in view of available evidence and theoretical advances in the learning sciences. To that end, this scoping review sought to consolidate the extant research literature from cognitive science and educational psychology, offering a critical commentary on the effectiveness of inquiry-based learning. Our analysis of research articles and books pertaining to the topic revealed that the call for a major reform by the IBME advocates is not justified. Specifically, the general claim that students would learn better (and acquire superior conceptual understanding) if they were not taught is not supported by evidence. Neither is the general claim about the merits of IBME for addressing equity issues in mathematics classrooms.",http://arxiv.org/abs/2206.12149v1
105015448672,"Technology Integration and Ocean Literacy in Vocational Tourism Education: A Study in the Context of the Sustainable Development Goals (SDGs)","Muktiarni M.",2026,2026-12-01,"Indonesian Journal of Science and Technology",0,Scopus,"",https://doi.org/10.17509/ijost.v11i3.89816
105012127158,"The use of gamification in assessing receptive English language skills according to international standards in higher education students","Laura De La Cruz K.M.",2026,2026-07-16,"European Public and Social Innovation Review",0,Scopus,"",https://doi.org/10.31637/epsir-2026-2262
105014886061,"Effectiveness of using learning management system for pre-service primary school teachers","Handayani T.",2026,2026-07-08,"Multidisciplinary Science Journal",0,Scopus,"",https://doi.org/10.31893/multiscience.2026148
105018235792,"Analyzing student perceptions and behaviors in the use of an engaging visualization dashboard for peer code review activities","Duong H.T.",2026,2026-04-01,"Science of Computer Programming",0,Scopus,"",https://doi.org/10.1016/j.scico.2025.103394
105018123723,"A comprehensive framework for higher education 4.0","Amghar A.",2026,2026-04-01,"Multidisciplinary Reviews",0,Scopus,"",https://doi.org/10.31893/multirev.2026193
105015334546,"Digital Technology in Differentiated English Language Teaching: A Systematic Review with Bibliometric Insights","Sahayu W.",2026,2026-04-01,"Indonesian Journal of Science and Technology",0,Scopus,"",https://doi.org/10.17509/ijost.v11i2.89685
105019753336,"Playing with purpose - A game-based approach to teaching business metrics","Conway E.",2026,2026-03-01,"International Journal of Management Education",0,Scopus,"",https://doi.org/10.1016/j.ijme.2025.101310
105019174576,"Entrepreneurial resilience learning in higher education: The role of metaverse-constructed ecosystems","Chen P.K.A.",2026,2026-03-01,"International Journal of Management Education",0,Scopus,"",https://doi.org/10.1016/j.ijme.2025.101300
105018700689,"Digital Transformation and Gender Equity in Higher Education: Insights from Algeria","Spathopoulou F.",2026,2026-03-01,"Studies in Media and Communication",0,Scopus,"",https://doi.org/10.11114/smc.v14i1.7871
105014797510,"Individual vs peer support in the AI era: Investigating students’ cognitive dispositions in design education","Yusuf A.",2026,2026-03-01,"Thinking Skills and Creativity",0,Scopus,"",https://doi.org/10.1016/j.tsc.2025.101986
3766bfcda93221c2bc0a3118598574e2da6b678d,"ANALYSIS OF THE POSSIBILITIES OF USING GAMIFICATION TOOLS IN THE EDUCATION SYSTEM","E. Abdykerimova; G.A. Kaliyeva",2024,2024-10-10,"Yessenov Science Journal",1,Semantic Scholar,"In the modern information educational environment, there is a growing interest in the use of computer games to improve the quality of education, which determines the relevance of the proposed study for the analysis of software with the possibility of gamification of the educational process in the context of the requirements of the state, society and education. The research methodology is the study of information sources of psychological, pedagogical, methodological and technical orientation, the analysis of computer educational games of foreign and domestic authors. The article considers the need for gamification of the educational process, the principles of gamification, its impact on student motivation and participation, as well as the main aspects of the optimal implementation of game elements in training. Modern software resources and platforms offering gamification in the educational process of personal development are analyzed. All software tools with the possibility of gamification of training were divided into groups: gaming platforms, educational quests, learning management services and game development sites. Particular attention is paid to methods for evaluating the effectiveness of gamified programs and platforms, which will allow creating the best didactic tasks and recommendations for teachers. Gamification can increase student motivation and their participation in various educational tasks. Intrinsic and extrinsic motivation have a special impact on students' cognitive abilities regarding learning outcomes and improve overall academic performance. Motivation, which is an important means of achieving learning goals, motivates students according to their interests. Since students perceive information differently, they can choose their activities according to their learning preferences. According to the research topic, the positive situation of gamified learning is analyzed and the relevance of digital gamification in education is determined.",https://www.semanticscholar.org/paper/3766bfcda93221c2bc0a3118598574e2da6b678d
410e27aa9b9cf5495ec4c2b0c6fa9654cf54e05d,"A Study of the Practice of Using Gamification Tools in Modern Pedagogical Education","E. Bogdanova",2022,2022-12-31,"Journal of pedagogical innovations",1,Semantic Scholar,"The article presents the interim results of the study of gamification as a resource of educational activity both from the point of view of research and from the point of view of the development of content and technological tools for the introduction of gamification in pedagogical activity. The logic of the conducted research consists of three interrelated and complementary stages of research work with a consistent solution of the tasks: the analytical stage, the prototyping stage and the implementation stage of research work. Analytically, the stage is aimed at research and substantiation of scientific-methodological and instrumental-technological approaches to the use of gamification in pedagogical education; generalization and systematization of the experience of using gamification in the activities of educational organizations of different levels of the subjects of the Russian Federation. At the prototyping stage, the study and development of content and technological tools for the introduction of gamification into pedagogical activity was carried out, which was reflected in the creation of a bank of gamification tools for use in pedagogical education. At the third stage of the implementation of the research work, the approbation and introduction of research results and created educational products into the practice of pedagogical activity was carried out.",https://www.semanticscholar.org/paper/410e27aa9b9cf5495ec4c2b0c6fa9654cf54e05d
ce14d42f6fea98ec072aff969132ee7466ace33c,"Gamification tools in the learning of shipbuilding in the undergraduate marine engineering education","Alejandro Leon; Marta Peña",2021,2021-10-08,"Computer Applications in Engineering Education",17,Semantic Scholar,"This study assesses the implementation of different gamification tools and learning complexity in the of the subject Shipbuilding Principles of the Universitat Politècnica de Catalunya · BarcelonaTech (UPC). This experience has been carried out under a triple new scenario: the virtuality due to the Covid‐19 pandemic, added to the gamified training, and the assessment carried out remotely. Both the content and the assessment of the subject have been presented using three gamification web tools (Kahoot!, Mentimeter, and Socrative) and three learning complexity (Lexicon, Comprehension, and Visual & Relationship). The content of the subject has been taught in a dynamic, entertaining, and active way. An important factor that has been taken into account was student diversity when responding to gamified elements, using different gamification tools and different learning complexity. This experience of gamification had a positive impact on student motivation, class attendance, participation, collaborative learning, and classroom climate, which is key in a scenario like the current one, with an adaptation of classes to online learning due to the pandemic. From the results obtained, it can be stated that the gamified experience, even offering a good result compared to previous academic years, did not provide a significant improvement in the overall academic performance of the students. Regarding the gamification tools, the one that presented a slight advantage over the rest was Socrative, which is based on a particular challenge without competition between peers or groups. Regarding the learning complexity, all presented a similar level of success.",https://www.semanticscholar.org/paper/ce14d42f6fea98ec072aff969132ee7466ace33c
d4c949a7201371aee4d23bef8ef2212e74b6f89e,"Gamification Tools in Higher Education: Creation and Implementation of an Escape Room Methodology in the Pharmacy Classroom","A. Fraguas-Sánchez; D. Serrano; E. González-Burgos",2022,2022-11-19,"Education sciences",8,Semantic Scholar,"Educational escape rooms have emerged as an excellent active learning tool to improve student learning, motivation, and engagement. In this work, a methodology to design and develop escape rooms in the classroom has been established and implemented within the general pharmacology, biopharmacy and pharmacokinetics, and pharmaceutical technology disciplines for pharmacy students. Each escape room consisted of three sequential challenges that the students had to solve, and we divided the students into groups of 3–6 participants to complete a mission containing educational questions related to the curriculum of each module. The escape rooms were successfully implemented in all these disciplines, and the activity was positively evaluated by the students (>95% satisfaction). They allowed the students to apply the theoretical learning outcomes of each subject. Moreover, escape rooms promoted teamwork and improved the problem-solving skills of the students. For an escape room to be successful and meet the established learning outcomes, challenges must be adapted to the target students, the time should be precisely set, the tasks of the game master should be well-defined, and final feedback should be included in the session.",https://www.semanticscholar.org/paper/d4c949a7201371aee4d23bef8ef2212e74b6f89e
f31035b1f29f5a7d1cbac80d969e0ac3dca9b3c6,"Assessing the Impact of Gamification Tools' Usability on Student Engagement: A Comparative Study in Engineering Education","Heba Ismail; Moutasim Billah El Ayoubi; M. Qassem; Fares Al Areefi",2024,2024-06-11,"2024 4th Interdisciplinary Conference on Electrics and Computer (INTCEC)",4,Semantic Scholar,"Student engagement tools play a pivotal role in modern educational settings by fostering interactive learning experiences. This research aims to study the potential relationships between the usability of student engagement tools used in higher education and student task-level engagement. To assess this relationship, a comparative usability evaluation of two prominent student engagement platforms, AhaSlides and Kahoot!, was conducted among 15 engineering students enrolled in an advanced big data analytics course. The standard System Usability Scale (SUS) questionnaire is utilized and adapted to evaluate the usability of each system under question. Users used the SUS survey to rate the overall usability of the engagement tools. In addition, three usability experts assessed AhaSlides and Kahoot! for interface design and usability using Nielsen's heuristics. Additionally, the Student Engagement Questionnaire (SEQ) is used to measure student engagement at the behavioral, cognitive, and attitudinal levels. Results indicate that differences in the engagement platform's usability influence students' behavioral task-level engagement by a statistically significant mean difference $(\mathrm{t}=2.4),\mathrm{p}=0.033, \mathrm{d}=0.61)$ that favored AhaSlides. However, the effects of usability features on students' cognitive and attitudinal engagement varied.",https://www.semanticscholar.org/paper/f31035b1f29f5a7d1cbac80d969e0ac3dca9b3c6
